Page,Row,Country,Airline,registration,type of aircraft,cn/fn,exreg,mfd,del,QT,Powered by,mtow kg,config,remarks,,,Head:,Email,WEB,TEL,C20,C30,RR,PT6A,C20R,ALL
76,72,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-FLKS,Beechcraft King Air B100,BE-123,N827RM,1281,0511,2,GA TPE331-6-252B,5352,Executive,,#REF!,.,0,0,0,0,,,,,,
76,73,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-FODC,Beechcraft King Air B100,BE-59,N777DQ,1278,0405,2,GA TPE331-6-252B,5352,Executive,,#REF!,.,0,0,0,0,,,,,,
76,74,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-GNSC,Beechcraft King Air B100,BE-102,N57TJ,0980,1105,2,GA TPE331-6-252B,5352,Executive,,#REF!,.,0,0,0,0,,,,,,
76,75,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-GYDC,Eurocopter EC120B Colibri,1007,N880DD,0598,1203,1,TBMCA Arrius 2F,1713,Executive,,#REF!,.,0,0,0,0,,,,,,
76,76,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-FAXY,Pilatus PC-12-45,274,C-GMPW,0999,0711,1,PWC PT6A-67B,4500,Executive,,#REF!,.,0,0,0,0,,,,1,,1
76,77,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-FYUT,Pilatus PC-12-45,254,N254PC,0499,0803,1,PWC PT6A-67B,4500,Executive,,#REF!,.,0,0,0,0,,,,1,,1
76,78,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-GBTL,Pilatus PC-12-45,159,N159PB,1196,0803,1,PWC PT6A-67B,4500,Executive,,#REF!,.,0,0,0,0,,,,1,,1
76,79,Canada,Pascan Aviation  = P6 / PSC  (aka 3939421 Canada Inc),o C-GRDC,Pilatus PC-12-45,214,PT-XTG,0698,0204,1,PWC PT6A-67B,4500,Executive,,#REF!,.,0,0,0,0,,,,1,,1
76,81,Canada,Peak Aviation Inc,"7000 Chemin de l’Aeroport, La Baie QC G7B 3N8, Canada",Tel: +1 418 6771001,Fax: +1 418 6771007,Email: guyt@me.com,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
76,82,Canada,Peak Aviation Inc,Head: Mr Guy Tremblay,Web: www.peakaviation.ca,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
76,83,Canada,Peak Aviation Inc,o C-GTFX,Eurocopter AS350B-3 Ecureuil,3341,HI-818SP,1200,0710,1,TBMCA Arriel 2B,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
76,84,Canada,Peak Aviation Inc,o C-GTGJ,Eurocopter AS350B-3e Ecureuil,7298,,0312,0312,1,TBMCA Arriel 2D,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
76,85,Canada,Peak Aviation Inc,o C-FWFJ,Eurocopter EC130B-4,3809,N997PT,1104,0509,1,TBMCA Arriel 2B1,2427,Utility,,#REF!,.,0,0,0,0,,,,,,
76,86,Canada,Peak Aviation Inc,o C-GBJN,Eurocopter EC130B-4,4637,,0909,1010,1,TBMCA Arriel 2B1,2427,Utility,,#REF!,.,0,0,0,0,,,,,,
76,87,Canada,Peak Aviation Inc,o ,Eurocopter EC130T-2,,,,,1,TBMCA Arriel 2D,2427,Utility,On Order - Due 2014,#REF!,.,0,0,0,0,,,,,,
76,89,Canada,Peak Helicopters Ltd,"1112 Aery View Way, Parksville BC V9P 2N9, Canada",Tel: +1 250 9541183,Fax: +1 250 9541483,Email: peakheli@shaw.ca,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
76,90,Canada,Peak Helicopters Ltd,Head: Mr Derek Flug    Web: www.peakhelicopters.ca,,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
76,91,Canada,Peak Helicopters Ltd,o C-GMJS,Bell 206L LongRanger,46608,N120RM,0078,0511,1,RR 250-C20R,1814,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
76,92,Canada,Peak Helicopters Ltd,o C-GSEB,Bell 206B JetRanger II,1602,,0375,0506,1,RR 250-C20,1451,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
76,93,Canada,Peak Helicopters Ltd,o C-GVRM,Bell 206B JetRanger III,2980,N5741S,0480,0506,1,RR 250-C20B,1451,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
76,95,Canada,Peregrine Helicopters,"Box 6478, 102 Allen Cove, Hinton AB T7V 2A6, Canada",Tel: +1 780 865 3353,Fax: +1 780 817 5503,Email: peregrinehelicopters@gmail.com,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
76,96,Canada,Peregrine Helicopters,Head: Dr Brad Armstrong,Web: www.peregrinehelicopters.com,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
76,97,Canada,Peregrine Helicopters,o C-GBHI,Bell 206B JetRanger III,1758,N49584,0975,0512,1,RR 250-C20B,1451,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
76,98,Canada,Peregrine Helicopters,o C-GFDN,Bell 206B JetRanger III,2738,N1964T,0579,0200,1,RR 250-C20B,1451,Utility,Stored,#REF!,.,0,0,0,0,1,,1,,,1
76,100,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),"626 Ferry Road, Winnipeg MB R3H 0T7, Canada",Tel: +1 204 786 7031,Fax: +1 204 783 7911,Email: mark.wehrle@perimeter.ca,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
76,101,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),F: 1960,ICAO: PERIMETER Web: www.perimeter.ca,"Operates scheduled passenger services from Winnipeg to 12 destinations, and also provides advanced instrument flight training, freight and medevac",,,,,,,,,#REF!,.,0,0,0,0,,,,,,
76,102,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),flights.,,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
76,103,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FRQI,Beechcraft 99,U-124,TF-ELB,0769,0705,2,PWC PT6A-20,4944,Y14,,#REF!,.,0,0,0,0,,,,2,,2
76,104,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GFQC,Beechcraft 99,U-120,N47156,0570,0805,2,PWC PT6A-20,4944,Y14,,#REF!,.,0,0,0,0,,,,2,,2
76,105,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FOFR,Bombardier Dash 8-106,317,N288DH,0392,1107,2,PWC PW121,16465,Y37,,#REF!,.,0,0,0,0,,,,,,
76,106,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FPPW,Bombardier Dash 8-106,390,N827EX,1194,0710,2,PWC PW121,15648,Y37,,#REF!,.,0,0,0,0,,,,,,
76,107,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GWPS,Bombardier Dash 8-102,120,N928HA,1088,0706,2,PWC PW120,15648,Y37,,#REF!,.,0,0,0,0,,,,,,
76,108,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GJYZ,Bombardier Dash 8-314,368,ZS-NMB,0694,1012,2,PWC PW123,19504,Y50,,#REF!,.,0,0,0,0,,,,,,
76,109,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FAMF,Fairchild(Swearingen)SA226T Merlin IIIA,T-274,I-SWAA,0676,0603,2,GA TPE331-3U-303G,5670,Executive,,#REF!,.,0,0,0,0,,,,,,
76,110,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FBTL,Fairchild (Swearingen) SA227 Metro II,TC-385,XA-TGG,1080,0804,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,3,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FFDB,Fairchild (Swearingen) SA227 Metro II,TC-249,N327BA,0278,0605,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,4,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FFJM,Fairchild (Swearingen) SA227AC Metro III,AC-700,N459AM,1287,0705,2,GA TPE331-11U-612G,6803,Y18,,#REF!,.,0,0,0,0,,,,,,
77,5,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FIHB,Fairchild (Swearingen) SA227 Metro II,TC-361,N166SW,0680,0590,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,6,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FIHE,Fairchild (Swearingen) SA227 Metro II,TC-373,N1010Z,0880,0890,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,7,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FIIA,Fairchild (Swearingen) SA227 Metro II,TC-329,N236AM,0180,0590,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,8,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FJLO,Fairchild (Swearingen) SA227AC Metro III,AC-678,N363AE,0487,0410,2,GA TPE331-11U-612G,6577,Freighter,,#REF!,.,0,0,0,0,,,,,,
77,9,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FJNW,Fairchild (Swearingen) SA227 Metro II,TC-352,N167MA,0580,0191,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,10,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FJTS,Fairchild (Swearingen) SA227AC Metro III,AC-696B,N227LD,1187,1111,2,GA TPE331-11U-612G,6577,Freighter,,#REF!,.,0,0,0,0,,,,,,
77,11,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FLRY,Fairchild (Swearingen) SA227AC Metro III,AC-756,ZS-SDM,0190,0411,2,GA TPE331-11U-612G,6577,Y19,,#REF!,.,0,0,0,0,,,,,,
77,12,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FMAV,Fairchild (Swearingen) SA227AC Metro III,AC-616,VH-UUF,0685,1206,2,GA TPE331-11U-611G,6803,Y19,,#REF!,.,0,0,0,0,,,,,,
77,13,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FSLZ,Fairchild (Swearingen) SA227 Metro II,TC-222EE,N104GS,0776,0795,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,14,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FSWT,Fairchild (Swearingen) SA227 Metro II,TC-382,N1011N,0980,0305,2,GA TPE331-10UA-511G,5670,Y19,,#REF!,.,0,0,0,0,,,,,,
77,15,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FUZY,Fairchild (Swearingen) SA227 Metro II,TC-343,VH-UZY,0480,1104,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,16,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GIQF,Fairchild (Swearingen) SA227 Metro II,TC-279,F-GFGE,1178,0798,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,17,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GIQG,Fairchild (Swearingen) SA227 Metro II,TC-285,F-GFGD,0279,1296,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,18,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GIQK,Fairchild (Swearingen) SA227 Metro II,TC-288,F-GFGF,0279,0796,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,19,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GPCL,Fairchild (Swearingen) SA226AT Merlin IV,AT-017,N5RT,0174,0096,2,GA TPE331-3U-303G,5670,Freighter,,#REF!,.,0,0,0,0,,,,,,
77,20,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GQAJ,Fairchild (Swearingen) SA227 Metro II,TC-295,C-FUIF,0479,1201,2,GA TPE331-3UW-303G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,21,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GQAP,Fairchild (Swearingen) SA227 Metro II,TC-263,N103UR,0678,1293,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,22,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GWVH,Fairchild (Swearingen) SA227AC Metro III,AC-714,VH-UUQ,0688,1205,2,GA TPE331-11U-612G,6803,Y19,,#REF!,.,0,0,0,0,,,,,,
77,23,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-GYRD,Fairchild (Swearingen) SA227 Metro II,TC-278,,1078,0786,2,GA TPE331-10UA-511G,5670,Y18,,#REF!,.,0,0,0,0,,,,,,
77,24,Canada,Perimeter Airlines  = 4B / PAG  (aka Perimeter Aviation Ltd),o C-FCMJ,Rockwell Turbo Commander 681B,6054,N21HC,0671,0402,2,GA TPE331-43BL,4286,Executive,,#REF!,.,0,0,0,0,,,,,,
77,26,Canada,Phoenix Heli-Flight Inc,"RR 1 Site 1, Box 6, Fort McMurray AB , Canada",Tel: +1 780 7990141,Fax: +1 780 7910355,Email: info@phoenixheliflight.com,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
77,27,Canada,Phoenix Heli-Flight Inc,Head: Mr Paul Spring,Web: www.phoenixheliflight.com,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,28,Canada,Phoenix Heli-Flight Inc,o C-FHLO,Eurocopter AS350B-3 Ecureuil,4480,,0709,0709,1,TBMCA Arriel 2B1,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,29,Canada,Phoenix Heli-Flight Inc,o C-FNFU,Eurocopter AS350B-2 Ecureuil,2467,C-GNIX,0192,1202,1,TBMCA Arriel 1D1,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,30,Canada,Phoenix Heli-Flight Inc,o ,Eurocopter AS350B-2 Ecureuil,,,,,1,TBMCA Arriel 1D1,2250,Utility,On Order - Due 2013,#REF!,.,0,0,0,0,,,,,,
77,31,Canada,Phoenix Heli-Flight Inc,o ,Eurocopter AS350B-2 Ecureuil,,,,,1,TBMCA Arriel 1D1,2250,Utility,On Order - Due 2014,#REF!,.,0,0,0,0,,,,,,
77,32,Canada,Phoenix Heli-Flight Inc,o C-GTWN,Eurocopter AS355N Ecureuil II,5673,9M-JPG,1099,0606,2,TBMCA Arrius 1A,2600,Utility,,#REF!,.,0,0,0,0,,,,,,
77,33,Canada,Phoenix Heli-Flight Inc,o C-GXNP,Eurocopter AS355NP Ecureuil II,5757,,0708,0708,2,TBMCA Arrius 1A1,2600,Utility,,#REF!,.,0,0,0,0,,,,,,
77,34,Canada,Phoenix Heli-Flight Inc,o C-FANK,Eurocopter EC120B Colibri,1498,,0608,0608,1,TBMCA Arrius 2F,1713,Utility,,#REF!,.,0,0,0,0,,,,,,
77,35,Canada,Phoenix Heli-Flight Inc,o C-GFHF,Eurocopter EC120B Colibri,1417,,0506,0506,1,TBMCA Arrius 2F,1713,Utility,,#REF!,.,0,0,0,0,,,,,,
77,36,Canada,Phoenix Heli-Flight Inc,o C-GPHF,Eurocopter EC130B-4,3862,,0105,0105,1,TBMCA Arriel 2B1,2427,Utility,,#REF!,.,0,0,0,0,,,,,,
77,37,Canada,Phoenix Heli-Flight Inc,o ,Eurocopter EC135,,,,,2,Unannounced,2910,Utility,On Order - Due 2013,#REF!,.,0,0,0,0,,,,,,
77,39,Canada,Plummer’s Arctic Lodges,"950 Bradford Street, Winnipeg MB R3H 0N5, Canada",,,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
77,40,Canada,Plummer’s Arctic Lodges,o C-FKOA,De Havilland DHC-3T Turbo Otter (Floats),130,,0106,0106,1,GA TPE331-10,3628,Passenger,,#REF!,.,0,0,0,0,,,,,,
77,42,Canada,Porter Airlines,"Toronto City Centre Airport, Toronto ON M5V 1A1, Canada",Tel: +1 416 203 8100,Fax: +1 416 203 8150,Email: info@flyporter.com,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
77,43,Canada,Porter Airlines,Head: Mr Robert Deluce,ICAO: PORTER AIR Web: www.flyporter.com,"Regional airline operating high frequency scheduled domestic services from Toronto City Centre Airport, together with services to US cities including New",,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,44,Canada,Porter Airlines,"York, Boston, Chicago and Myrtle Beach.",,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,45,Canada,Porter Airlines,o C-FLQY,Bombardier Dash 8-402 NextGen,4306,,0410,0410,2,PWC PW150A,28916,Y70,819,#REF!,.,0,0,0,0,,,,,,
77,46,Canada,Porter Airlines,o C-GKQA,Bombardier Dash 8-402 NextGen,4357,,0311,0311,2,PWC PW150A,28916,Y70,821,#REF!,.,0,0,0,0,,,,,,
77,47,Canada,Porter Airlines,o C-GKQB,Bombardier Dash 8-402 NextGen,4359,,0411,0411,2,PWC PW150A,28916,Y70,822,#REF!,.,0,0,0,0,,,,,,
77,48,Canada,Porter Airlines,o C-GKQC,Bombardier Dash 8-402 NextGen,4360,,0411,0411,2,PWC PW150A,28916,Y70,823,#REF!,.,0,0,0,0,,,,,,
77,49,Canada,Porter Airlines,o C-GKQD,Bombardier Dash 8-402 NextGen,4361,,0411,0411,2,PWC PW150A,28916,Y70,824,#REF!,.,0,0,0,0,,,,,,
77,50,Canada,Porter Airlines,o C-GKQE,Bombardier Dash 8-402 NextGen,4390,,1111,1111,2,PWC PW150A,28916,Y70,825,#REF!,.,0,0,0,0,,,,,,
77,51,Canada,Porter Airlines,o C-GKQF,Bombardier Dash 8-402 NextGen,4391,,1111,1111,2,PWC PW150A,28916,Y70,826,#REF!,.,0,0,0,0,,,,,,
77,52,Canada,Porter Airlines,o C-GLQB,Bombardier Dash 8-402Q,4130,,0806,0806,2,PWC PW150A,28916,Y70,801,#REF!,.,0,0,0,0,,,,,,
77,53,Canada,Porter Airlines,o C-GLQC,Bombardier Dash 8-402Q,4134,,0806,0806,2,PWC PW150A,28916,Y70,802,#REF!,.,0,0,0,0,,,,,,
77,54,Canada,Porter Airlines,o C-GLQD,Bombardier Dash 8-402Q,4138,,1106,1106,2,PWC PW150A,28916,Y70,803,#REF!,.,0,0,0,0,,,,,,
77,55,Canada,Porter Airlines,o C-GLQE,Bombardier Dash 8-402Q,4140,,1206,1206,2,PWC PW150A,28916,Y70,804,#REF!,.,0,0,0,0,,,,,,
77,56,Canada,Porter Airlines,o C-GLQF,Bombardier Dash 8-402Q,4193,,0208,0208,2,PWC PW150A,28916,Y70,805,#REF!,.,0,0,0,0,,,,,,
77,57,Canada,Porter Airlines,o C-GLQG,Bombardier Dash 8-402Q,4194,,0208,0208,2,PWC PW150A,28916,Y70,806,#REF!,.,0,0,0,0,,,,,,
77,58,Canada,Porter Airlines,o C-GLQH,Bombardier Dash 8-402Q,4225,,1008,1008,2,PWC PW150A,28916,Y70,807,#REF!,.,0,0,0,0,,,,,,
77,59,Canada,Porter Airlines,o C-GLQJ,Bombardier Dash 8-402Q,4228,,1208,1208,2,PWC PW150A,28916,Y70,808,#REF!,.,0,0,0,0,,,,,,
77,60,Canada,Porter Airlines,o C-GLQK,Bombardier Dash 8-402Q,4247,,0409,0409,2,PWC PW150A,28916,Y70,809,#REF!,.,0,0,0,0,,,,,,
77,61,Canada,Porter Airlines,o C-GLQL,Bombardier Dash 8-402Q,4249,,0409,0409,2,PWC PW150A,28916,Y70,810,#REF!,.,0,0,0,0,,,,,,
77,62,Canada,Porter Airlines,o C-GLQM,Bombardier Dash 8-402Q,4252,,0409,0409,2,PWC PW150A,28916,Y70,811,#REF!,.,0,0,0,0,,,,,,
77,63,Canada,Porter Airlines,o C-GLQN,Bombardier Dash 8-402Q,4254,,0409,0409,2,PWC PW150A,28916,Y70,812,#REF!,.,0,0,0,0,,,,,,
77,64,Canada,Porter Airlines,o C-GLQO,Bombardier Dash 8-402Q,4270,,0909,0909,2,PWC PW150A,28916,Y70,813,#REF!,.,0,0,0,0,,,,,,
77,65,Canada,Porter Airlines,o C-GLQP,Bombardier Dash 8-402Q,4271,,0909,0909,2,PWC PW150A,28916,Y70,814,#REF!,.,0,0,0,0,,,,,,
77,66,Canada,Porter Airlines,o C-GLQQ,Bombardier Dash 8-402Q,4272,,0909,0909,2,PWC PW150A,28916,Y70,815,#REF!,.,0,0,0,0,,,,,,
77,67,Canada,Porter Airlines,o C-GLQR,Bombardier Dash 8-402Q,4278,,1009,1009,2,PWC PW150A,28916,Y70,816,#REF!,.,0,0,0,0,,,,,,
77,68,Canada,Porter Airlines,o C-GLQV,Bombardier Dash 8-402Q,4279,,1109,1109,2,PWC PW150A,28916,Y70,817,#REF!,.,0,0,0,0,,,,,,
77,69,Canada,Porter Airlines,o C-GLQX,Bombardier Dash 8-402Q,4282,,1209,1209,2,PWC PW150A,28916,Y70,818,#REF!,.,0,0,0,0,,,,,,
77,70,Canada,Porter Airlines,o C-GLQZ,Bombardier Dash 8-402 NextGen,4308,,0410,0410,2,PWC PW150A,28916,Y70,820,#REF!,.,0,0,0,0,,,,,,
77,72,Canada,Prairie Helicopters,"Gimli Airport, PO Box 153, Gimli MB R0C 1B0, Canada",Tel: +1 204 6424841,Fax: +1 204 6424904,Email: hello@prairiehelicopters.com,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
77,73,Canada,Prairie Helicopters,Head: Mr Derek Longley,Web: www.prairiehelicopters.com,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,74,Canada,Prairie Helicopters,o C-FMWD,Bell 206L-3 LongRanger III,51552,N6251X,0393,0207,1,RR 250-C30P,1882,Utility,,#REF!,.,0,0,0,0,,1,1,,,1
77,75,Canada,Prairie Helicopters,o C-FWGS,Bell 206B JetRanger II,755,N206BB,0172,0402,1,RR 250-C20,1451,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,76,Canada,Prairie Helicopters,o C-FYGB,Bell 206L-3 LongRanger III,51328,G-CBXD,0190,0209,1,RR 250-C30P,1882,Utility,,#REF!,.,0,0,0,0,,1,1,,,1
77,77,Canada,Prairie Helicopters,o C-FAUQ,Bell 407,53359,N8265F,0600,0904,1,RR 250-C47B,2381,Utility,,#REF!,.,0,0,0,0,,,,,,
77,78,Canada,Prairie Helicopters,o C-FHED,Bell 407,53597,N407CL,0305,0412,1,RR 250-C47B,2381,Utility,,#REF!,.,0,0,0,0,,,,,,
77,80,Canada,Precision Helicopters Inc,"PO Box 22132, Grande Prairie AB, Canada",Tel: +1 780 538 1155,Fax: +1 780 532 3377,Email: john@gpwins.ca,,,,,,,,#REF!,X,0,#REF!,0,0,,,,,,
77,81,Canada,Precision Helicopters Inc,F: 1980    Emps: 5    Head: Mr John Carlton,,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,82,Canada,Precision Helicopters Inc,o C-FPHD,Eurocopter AS350 Ecureuil (Soloy SD2),2638,N38EH,1194,0507,1,TL LTS101 700D-2,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,83,Canada,Precision Helicopters Inc,o C-FPHI,Eurocopter AS350BA Ecureuil,2402,N359NT,0191,0402,1,TBMCA Arriel 1B,2100,Utility,,#REF!,.,0,0,0,0,,,,,,
77,85,Canada,President Air Charter,"PO Box 3000, Peterborough ON K9J 8N4, Canada",Tel: +1 705 927 3375,Fax: +1 705 745 0220,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
77,86,Canada,President Air Charter,Head: Mr Anthony Ambler,,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,87,Canada,President Air Charter,o C-FDTP,Beechcraft King Air 300LW,FA-94,N94GA,0686,1008,2,PWC PT6A-60A,5670,Executive,,#REF!,.,0,0,0,0,,,,2,,2
77,89,Canada,Prism Helicopters Ltd,"12-11731 Baynes Road North, Pitt Meadows BC V3Y 2B3, Canada",,Tel: +1 6044657979,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
77,90,Canada,Prism Helicopters Ltd,,Web: www.prismhelicopters.com,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
77,91,Canada,Prism Helicopters Ltd,o N73LF,Eurocopter AS350B-2 Ecureuil,3273,C-FIRD,0600,0307,1,TBMCA Arriel 1D1,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,92,Canada,Prism Helicopters Ltd,o C-FZQW,Eurocopter AS350B-3 Ecureuil,3209,N530NA,1099,0407,1,TBMCA Arriel 2B,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,93,Canada,Prism Helicopters Ltd,o C-GLNH,Eurocopter AS350B-2 Ecureuil,1230,,0480,0996,1,TBMCA Arriel 1D1,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,94,Canada,Prism Helicopters Ltd,o C-GSFY,Eurocopter AS350B-3 Ecureuil,3204,HB-ZBJ,0599,0712,1,TBMCA Arriel 2B,2250,Utility,,#REF!,.,0,0,0,0,,,,,,
77,95,Canada,Prism Helicopters Ltd,o N511SB,MD Helicopters MD 500D (369D),0592D,N58042,0480,0505,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,96,Canada,Prism Helicopters Ltd,o N5074R,MD Helicopters MD 500D (369D),1151D,,1282,0798,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,97,Canada,Prism Helicopters Ltd,o C-FASX,MD Helicopters MD 500D (369D),1150D,N51720,0082,0391,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,98,Canada,Prism Helicopters Ltd,o C-FFYO,MD Helicopters MD 500D (369D),0315D,C-GVXT,0279,0706,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,99,Canada,Prism Helicopters Ltd,o C-FMAL,MD Helicopters MD 500D (369D),1010D,N1109W,0681,1192,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,100,Canada,Prism Helicopters Ltd,o C-GAPU,MD Helicopters MD 500D (369D),1073D,C-FAPU,0881,0504,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,101,Canada,Prism Helicopters Ltd,o C-GBUY,MD Helicopters MD 500D (369D),0958D,,1083,0692,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,102,Canada,Prism Helicopters Ltd,o C-GCKH,MD Helicopters MD 500D (369D),0716D,N3115Y,0880,0803,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
77,103,Canada,Prism Helicopters Ltd,o C-GDCM,MD Helicopters MD 500D (369D),0916D,,0581,0503,1,RR 250-C20B,1610,Utility,,#REF!,.,0,0,0,0,1,,1,,,1
